GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
750,2818IND,4364,12-September-2015,2015,1,Riots/Protests,Protesters (India),Association of the Victims of Uphaar Tragedy,6,,,0,60,India,Delhi,New Delhi,Delhi,Delhi,28.65,77.12,1,Hindustan Times,"Family members of the victims of the 1997 Uphaar tragedy held a protest demanding justice for their loved ones . Several organizations and parties joined the protest for solidarity, including the Association of the Victims of Uphaar Tragedy, the AAP, and CPM.",0
750,2819IND,4365,12-September-2015,2015,1,Battle-No change of territory,LeT: Lashkar-e-Taiba,,2,Military Forces of India,,1,12,India,Jammu and Kashmir,Kashmir,Pulwama,Rajpora,33.82,74.85,2,Hindustan Times,A Lashkar-e-Taiba militant was killed in an ongoing encounter with the police in Pulwama district on Saturday [12 September].,1
750,2820IND,4366,12-September-2015,2015,1,Riots/Protests,Rioters (India),,5,Police Forces of India,,1,15,India,Assam,Cachar,Cachar,Silchar,24.83,92.80,1,The Telegraph,Residents blocked the Silchar-Dwarbond road and staged a protest after a lorry ran over a six-year-old boy in Silchar on Saturday [12 September].The situation turned violent when a group of protesters attacked the Meherpur gaon panchayat president Debashish Roy. They also hurled stones on CRPF personnel on duty. Police and CRPF resorted to mild lathicharge to disperse the mob.,0
750,2821IND,4367,13-September-2015,2015,1,Battle-No change of territory,Military Forces of Pakistan,,8,Military Forces of India,,1,18,India,Jammu and Kashmir,Jammu,Poonch,Balakote,33.50,74.17,1,Kashmir Times,An Assistant Sub-Inspector of Border Security Force was killed in a crossfire along the LoC in Balakot sector in Poonch district on Sunday [13 September].,1
750,2822IND,4368,13-September-2015,2015,1,Riots/Protests,Rioters (India),AJYCP: Asom Jatiyatabadi Yuva Chatra Parishad,5,Police Forces of India,,1,15,India,Assam,Kamrup,Guwahati,Guwahati,26.18,91.75,2,Indian Express,"12 students' and youth organization staged protestest on Sunday [13 September] across Assam demanding withdrawal of the Centre's recent order to permit entry to and stay in India to members of different minority communities fleeing Bangladesh and Pakistan due to religious persecution in those countries. While bandh supporters pelted stones in several towns to enforce the bandh. Over 300 bandh supporters were also arrested in different towns. The protest was called by the Asom Jatiyatabadi Yuva-Chatra Parishad (AJYCP), was subsequently backed by eleven other groups including the All Bodo Students' Union (ABSU), All Dimasa Students' Union, All Karbi Students' Union, All Assam Sonowal-Kachari Students' Union,  All Moran Students' Union, and The Asom Gana Parishad.",0
750,2823IND,4369,13-September-2015,2015,1,Riots/Protests,Protesters (India),AIJASS: All India Jat Aarakshan Sanghrash Samiti,6,,,0,60,India,Haryana,Hisar,Hisar,Hisar,29.14,75.73,1,The Pioneer,Members of the All India Jat Aarakshan Sanghrash Samiti protested against the BJP government for not giving them reservations. The protest was held near Hisar at Mayyar Village.,0
750,2824IND,4370,13-September-2015,2015,1,Riots/Protests,Rioters (India),,5,Police Forces of India,,1,15,India,Jammu and Kashmir,Kashmir,Srinagar,Srinagar,33.45,76.23,1,Hindustan Times,"Heavy clashes between protesters and the police broke out at the marathon organised in Srinagar on Sunday [13 September]. Youth protesters raised anti-India slogans during the run and, after the marathon was over, vandalised the stage and attacked the participants. The police resorted to tear gas shelling and baton charge.",0
750,2825IND,4371,14-September-2015,2015,1,Battle-No change of territory,Military Forces of Pakistan,,8,Military Forces of India,,1,18,India,Jammu and Kashmir,Jammu,Poonch,Balakote,33.50,74.17,1,Kashmir Times,Pakistani and Indian troops targeted each other across the Line of Control (LoC) in Balakot sector in Poonch district on Monday evening [14 September]. No casualty or damage has been reported.,0
750,2826IND,4372,14-September-2015,2015,1,Battle-No change of territory,LeI: Lashkar-e-Islam,,3,HM: Hizb-ul-Mujahideen,,3,33,India,Jammu and Kashmir,Kashmir,Baramulla,Baramulla,34.20,74.34,1,PTI News Agency,Hizbul Mujahideen militants suspectedly killed two activists of Lashkar-e-Islam along with an unidentified person in an encounter near Pattan in Baramulla district on Monday [14 September].,3
750,2827IND,4373,14-September-2015,2015,1,Riots/Protests,Rioters (India),,5,Police Forces of India,,1,15,India,Jammu and Kashmir,Kashmir,Baramulla,Baramulla,34.20,74.34,1,Kashmir Times,Clashes erupted between protesters and the police in Sopore and Baramulla towns on Monday [14 September] against the mysterious killing of three youths in Pattan yesterday.,0
750,2828IND,4374,14-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Manipur,Churachandpur,Churachandpur,Churachandpur,24.33,93.66,1,Imphal Free Press,Women continued their protests in Churachandpur on Monday  [14 September].,0
750,2829IND,4375,14-September-2015,2015,1,Riots/Protests,Protesters (India),Malaria Protection Workers Multipurpose Employees' Union,6,,,0,60,India,Uttar Pradesh,Dehradun,Dehradun,Dehradun,30.32,78.03,1,The Pioneer,"Members of the Malaria Protection Workers Multipurpose Employees' Union begin protesting against the government, demanding regularization of their jobs.",0
750,2830IND,4376,14-September-2015,2015,1,Riots/Protests,Protesters (India),NCP: National Congress Party,6,,,0,60,India,Maharashtra,Dhule,Dhule,Dhule,20.90,74.77,1,United News of India,"As part of their three-day Jail Bharo Aandolan in the drought affected parts of the state, leaders and workers of Nationalist Congress Party (NCP), along with thousands of farmers staged 'rasta roko'.",0
750,2831IND,4377,14-September-2015,2015,1,Violence against civilians,Police Forces of India,,1,Protesters (India),,6,16,India,West Bengal,,Malda,English Bazar,25.00,88.15,1,Indian Express,"The police on Monday [14 September] lathicharged demonstrating civic police volunteers in Malda district headquarter [English Bazar], injuring around 75 of them. Over 700 people had gathered at the Malda post office to protest against the district administration's alleged apathy in reinstating 4,800 civic police volunteers who were laid off last year, despite a high court order directing the government to hire them again.",0
750,2832IND,4378,14-September-2015,2015,1,Riots/Protests,Protesters (India),BJP: Bharatiya Janata Party,6,Police Forces of India,,1,16,India,Telangana,Hyderabad,Hyderabad,Hyderabad,17.38,78.45,1,Times of India,"Hundreds of protesters, including BJP members, were arrested when they tried to lay siege to the collector's office demanding that the government celebrate September 17 as the official Telangana Liberation Day .",0
750,2833IND,4379,14-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Madhya Pradesh,Indore,Indore,Indore,22.68,75.80,1,Hindustan Times,The Junior Doctors' Association (JDA) staged a protest by wearing black bands to work at MY Hospital to highlight the problem of unavailability of essential drugs.,0
750,2834IND,4380,14-September-2015,2015,1,Riots/Protests,Protesters (India),NCP: National Congress Party,6,,,0,60,India,Maharashtra,Jalgaon,Jalgaon,Jalgaon,21.01,75.56,1,United News of India,"As part of their three-day Jail Bharo Aandolan in the drought affected parts of the state, leaders and workers of Nationalist Congress Party (NCP), along with thousands of farmers staged 'rasta roko'.",0
750,2835IND,4381,14-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Kerala,Ernakulam,Ernakulam,Kochi,9.93,76.26,1,The Hindu,The opposition Left Democratic Front held a protest for the sixth straight day to demand a judicial probe into the Fort Kochi boat tragedy.,0
750,2836IND,4382,14-September-2015,2015,1,Riots/Protests,Protesters (India),NCP: National Congress Party,6,,,0,60,India,Maharashtra,Nashik,Nashik,Nashik,19.98,73.78,1,United News of India,"As part of their three-day Jail Bharo Aandolan in the drought affected parts of the state, leaders and workers of Nationalist Congress Party (NCP), along with thousands of farmers staged 'rasta roko'.",0
750,2837IND,4383,14-September-2015,2015,1,Riots/Protests,Rioters (India),,5,Police Forces of India,,1,15,India,Jammu and Kashmir,Kashmir,Sopore,Sopore,34.28,74.46,1,Kashmir Times,Clashes erupted between protesters and the police in Sopore and Baramulla towns on Monday [14 September] against the mysterious killing of three youths in Pattan yesterday.,0
750,2838IND,4384,14-September-2015,2015,1,Riots/Protests,Protesters (India),CPI(M): Communist Party of India (Marxist),6,,,0,60,India,Karnataka,Udupi,Udupi,Udupi,13.33,74.74,1,The Hindu,Members of the district committee of the Communist Party of India (Marxist) staged a dharna in front of the Clock Tower against the increasing atrocities on Dalits in the State.,0
750,2839IND,4385,15-September-2015,2015,1,Riots/Protests,Protesters (India),LF: Left Front,6,,,0,60,India,Tripura,Tripura,West Tripura,Agartala,23.83,91.26,1,United News of India,"Demanding jobs and education for all and measures to stop corruption, Left Front students and youth wings held a protest in Agartala on Tuesday [15 September].",0
750,2840IND,4386,15-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Odisha,Khordha,Khordha,Bhubaneswar,20.27,85.83,1,The Times of India,Lawyers and members of Bhubaneswar bar association staged a protest in front of the district and sessions court in Bhubaneswar on Tuesday [15 September] against the state government's decision to abolish Odisha Administrative Tribunal (OAT).,0
750,2841IND,4387,15-September-2015,2015,1,Riots/Protests,Protesters (India),Malaria Protection Workers Multipurpose Employees' Union,6,,,0,60,India,Uttar Pradesh,Dehradun,Dehradun,Dehradun,30.32,78.03,1,The Pioneer,"Members of the Malaria Protection Workers Multipurpose Employees' Union continued protesting against the government, demanding regularization of their jobs.",0
750,2842IND,4388,15-September-2015,2015,1,Riots/Protests,Protesters (India),NCP: National Congress Party,6,,,0,60,India,Maharashtra,Dhule,Dhule,Dhule,20.90,74.77,1,United News of India,"As part of their three-day Jail Bharo Aandolan in the drought affected parts of the state, leaders and workers of Nationalist Congress Party (NCP), along with thousands of farmers staged 'rasta roko' for the second day.",0
750,2843IND,4389,15-September-2015,2015,1,Riots/Protests,Protesters (India),CPI(M): Communist Party of India (Marxist),6,,,0,60,India,Karnataka,Dharwad,Hubli,Hubli,15.34,75.13,1,The Hindu,Members of Communist Party of India (Marxist) staged a sit-in in front of the Mini Vidhana Soudha in support of the farmers’ agitation and CPI (M) State committee member Nityanand Swami said the party would participate in the forthcoming agitation to be held under the aegis of a united forum.,0
750,2844IND,4390,15-September-2015,2015,1,Riots/Protests,Protesters (India),NCP: National Congress Party,6,,,0,60,India,Maharashtra,Jalgaon,Jalgaon,Jalgaon,21.01,75.56,1,United News of India,"As part of their three-day Jail Bharo Aandolan in the drought affected parts of the state, leaders and workers of Nationalist Congress Party (NCP), along with thousands of farmers staged 'rasta roko' for the second day.",0
750,2845IND,4391,15-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Kerala,Ernakulam,Ernakulam,Kochi,9.93,76.26,1,The Hindu,The opposition Left Democratic Front held a protest for the sixth straight day to demand a judicial probe into the Fort Kochi boat tragedy.,0
750,2846IND,4392,15-September-2015,2015,1,Riots/Protests,Protesters (India),NCP: National Congress Party,6,,,0,60,India,Maharashtra,Nashik,Nashik,Nashik,19.98,73.78,1,United News of India,"As part of their three-day Jail Bharo Aandolan in the drought affected parts of the state, leaders and workers of Nationalist Congress Party (NCP), along with thousands of farmers staged 'rasta roko' for the second day.",0
750,2847IND,4393,15-September-2015,2015,1,Riots/Protests,Protesters (India),Bharti Kisan Union Ekta Ugrahan,6,,,0,60,India,Punjab,Patiala,Patiala,Patiala,30.32,76.40,1,Hindustan Times,"Hariau village farmers, led by the Bharti Kisan Union, held a protest against the Punjab State Power Corporation Limited for power shortages.",0
750,2848IND,4394,15-September-2015,2015,1,Riots/Protests,Rioters (India),,5,Police Forces of India,,1,15,India,Jammu and Kashmir,Kashmir,Baramulla,Pattan,34.17,74.57,2,Hindustan Times,"Clashes between protesters and the police continued in north Kashmir's Pattan area on Tuesday [15 September], the second day after of the bodies of three suspected militants were recovered from an orchard in Pattan.",0
750,2849IND,4395,15-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Manipur,Senapati,,Senapati,25.27,94.02,1,Imphal Free Press,A mass protest rally was carried out on Tuesday [15 September] at Senapati district's headquarter in condemnation of the three Bills and the two resolutions passed by the Manipur Legislative Assembly on August 31.,0
750,2850IND,4396,15-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Karnataka,Dakshina Kannada,Dakshina Kannada,Uppinangady,12.77,75.22,1,Times of India,Two dozen members of the Sanjivini Eco Club were part of the Mangaluru-Bengaluru National Highway 'rasta rokho-jail bharo' protest held at Uppinangady in Belthangady taluk.,0
750,2851IND,4397,15-September-2015,2015,1,Battle-No change of territory,CPI (Maoist): Communist Party of India (Maoist),,2,Police Forces of India,,1,12,India,Telangana,Warangal,Warangal,Warangal,18.00,79.58,1,Times of India,Two Maoists were killed in an encounter with Telangana police in Warangal district during an operation in Trangapur forest area of Govindraopet mandal.,2
750,2852IND,4398,16-September-2015,2015,1,Riots/Protests,Protesters (India),UP Prathamik Sikshak Mitra,6,,,0,60,India,Uttar Pradesh,Allahabad,Allahabad,Allahabad,25.43,81.84,1,Times of India,Members of the UP Prathamik Sikshak Mitra held a massive candle light procession to protest against employment disparities,0
750,2853IND,4399,16-September-2015,2015,1,Battle-No change of territory,Military Forces of Pakistan,,8,Military Forces of India,,1,18,India,Jammu and Kashmir,Jammu,Poonch,Balakote,33.50,74.17,1,Hindustan Times,The troops of India and Pakistan on Wednesday [16 September] targeted each other's positions on the Line of Control (LoC) in Balakote area.,0
750,2854IND,4400,16-September-2015,2015,1,Battle-No change of territory,Dalit Communal Militia,,4,Upper Caste Communal Militia,,4,44,India,Haryana,Rohtak,Rohtak,Baniyani,28.84,76.51,1,Hindustan Times,Members of the Dalit community in Baniyani clashed with another caste in Baniyani after a young boy was accused of molesting a girl from the other caste.,0
750,2855IND,4401,16-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Tamil Nadu,Chennai,Chennai,Chennai,13.08,80.27,1,Asian News International,Members of the Young Tamil Nadu Movement (YTNM) staged a protest against Sri Lankan Prime Minister Ranil Wickremesinghe's visit to India.,0
750,2856IND,4402,16-September-2015,2015,1,Riots/Protests,Protesters (India),Malaria Protection Workers Multipurpose Employees' Union,6,,,0,60,India,Uttar Pradesh,Dehradun,Dehradun,Dehradun,30.32,78.03,1,The Pioneer,"Members of the Malaria Protection Workers Multipurpose Employees' Union continued protesting against the government, demanding regularization of their jobs.",0
750,2857IND,4403,16-September-2015,2015,2,Riots/Protests,Protesters (India),Patidar Communal Group (India),6,,,0,60,India,Gujarat,Panchmahal,Godhra,Godhra,23.00,73.44,1,Times of India,Members of the Patidar caste staged demonstrations in Kalol after the arrest of Patidar political activist Hardik Patel.,0
750,2858IND,4404,16-September-2015,2015,1,Riots/Protests,Protesters (India),BJP: Bharatiya Janata Party,6,,,0,60,India,Punjab,Gurdaspur,Gurdaspur,Gurdaspur,32.03,75.40,1,Hindustan Times,"Political parties including the BJP, AAP, PPP, CPM, CPI, CPI (ML) Liberation and CPI (M)  protested against the local leader, MLA Gurbachan Singh Babbehalim, for allegedly supporting the land mafia that had allegedly grabbed residential plots of 30 poor residents in Gurdaspur.",0
750,2859IND,4405,16-September-2015,2015,1,Riots/Protests,Rioters (India),AAP: Aam Aadmi Party,5,Civilians (India),,7,57,India,Punjab,Hoshiarpur,Hajipur,Hajipur,31.26,76.15,1,Times of India,"Farmers from several villages, joined by AAP members, begin a sit-in protest against illegal mining. After three hours, the protestors began attacking the miners, who had gheraoed a farmer. The farmers damaged cars belonging to the miners, chasing them away from the area.",0
750,2860IND,4406,16-September-2015,2015,2,Riots/Protests,Protesters (India),Patidar Communal Group (India),6,,,0,60,India,Gujarat,Gandhinagar,Kalol,Kalol,24.01,73.14,1,Times of India,Members of the Patidar caste staged demonstrations in Kalol after the arrest of Patidar political activist Hardik Patel.,0
750,2861IND,4407,16-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Kerala,Ernakulam,Ernakulam,Kochi,9.93,76.26,1,The Hindu,The opposition Left Democratic Front held a protest for the sixth straight day to demand a judicial probe into the Fort Kochi boat tragedy.,0
750,2862IND,4408,16-September-2015,2015,1,Battle-No change of territory,Military Forces of Pakistan,,8,Military Forces of India,,1,18,India,Jammu and Kashmir,Jammu,Poonch,Krishna Ghati,33.70,74.06,1,Xinhua General News Service,The troops of India and Pakistan on Wednesday [16 September] targeted each other's positions on the Line of Control (LoC) in Krishana Ghati in Poonch district.,0
750,2863IND,4409,16-September-2015,2015,2,Riots/Protests,Protesters (India),Patidar Communal Group (India),6,,,0,60,India,Gujarat,Mahisagar,Lunawada,Lunawada,23.24,74.40,2,Times of India,Members of the Patidar caste staged demonstrations in Kalol after the arrest of Patidar political activist Hardik Patel.,0
750,2864IND,4410,16-September-2015,2015,1,Battle-No change of territory,Military Forces of Pakistan,,8,Military Forces of India,,1,18,India,Jammu and Kashmir,Jammu,Poonch,Mankote,33.59,74.09,1,Kashmir Times,The troops of India and Pakistan on Wednesday [16 September] targeted each other's positions on the Line of Control (LoC) in Mankote sector.,0
750,2865IND,4411,16-September-2015,2015,2,Riots/Protests,Protesters (India),DSS: Dera Sacha Sauda,6,,,0,60,India,Punjab,Patiala,Patiala,Patiala,30.32,76.40,1,Hindustan Times,Dera Sacha Sauda followers blocked the Bathinda-Chandigarh road and held a massive protest for seven hours in Patiala against the alleged unofficial ban on MSG2in the state,0
750,2866IND,4412,16-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Karnataka,Raichur,Raichur,Raichur,16.20,77.35,1,The Hindu,"Thousands of community members took out processions through major streets of the city and staged a demonstration at Ambedkar Circle, condemning the Union government for denying an Indian Institute of Technology (IIT) to Raichur.",0
750,2867IND,4413,16-September-2015,2015,1,Battle-No change of territory,Military Forces of Pakistan,,8,Military Forces of India,,1,18,India,Jammu and Kashmir,Jammu,Poonch,Salotri,33.66,74.04,1,Kashmir Times,The troops of India and Pakistan on Wednesday [16 September] targeted each other's positions on the Line of Control (LoC) in Salotri (Jhalas) sector.,0
750,2868IND,4414,17-September-2015,2015,1,Riots/Protests,Rioters (India),CPI(M): Communist Party of India (Marxist),5,Rioters (India),SDPI: Social Democratic Party of India,5,55,India,Kerala,Kannur,Kannur,Azhikode,11.90,75.33,1,The Hindu,Two Communist Party of India (Marxist) [CPI(M)] and a Social Democratic Party of India (SDPI) worker suffered stab injuries in a clash between workers of the rival parties at Keloth under the Payyannur police station limits.,0
750,2869IND,4415,17-September-2015,2015,1,Remote violence,Military Forces of Pakistan,,8,,,0,80,India,Jammu and Kashmir,Jammu,Poonch,Balakote,33.50,74.17,1,Hindustan Times,Pakistan started intense shelling along LoC in the Balakote sector of Poonch district on Thursday night [17 September]. [There were no reports on whether the Indian army also retaliated.],0
750,2870IND,4416,17-September-2015,2015,1,Riots/Protests,Protesters (India),Bharatiya Kisan Union,6,,,0,60,India,Punjab,Bathinda,Bathinda,Bathinda,30.21,75.03,1,Hindustan Times,"Hundreds of farmers belonging to several unions started an indefinite protest in Bathinda, demanding more compensation from the government.",0
750,2871IND,4417,17-September-2015,2015,1,Riots/Protests,Protesters (India),Bandi Singh Rihai Sangharsh,6,,,0,60,India,Punjab,Bathinda,Bathinda,Bathinda,30.21,75.03,1,Hindustan Times,Members of the Bandi Singh Rihai Sangharsh Committee sat on a hunger strike in Bathinda demanding the release of Sikh prisoners.,0
750,2872IND,4418,17-September-2015,2015,1,Riots/Protests,Protesters (India),Malaria Protection Workers Multipurpose Employees' Union,6,,,0,60,India,Uttar Pradesh,Dehradun,Dehradun,Dehradun,30.32,78.03,1,The Pioneer,"Members of the Malaria Protection Workers Multipurpose Employees' Union continued protesting against the government, demanding regularization of their jobs. BJP party members joined the protest.",0
750,2873IND,4419,17-September-2015,2015,1,Riots/Protests,Protesters (India),AAP: Aam Aadmi Party,6,,,0,60,India,Punjab,Hoshiarpur,Hajipur,Hajipur,31.26,76.15,1,Times of India,"Residents from several villages, joined by AAP members, blocked traffic in Hajipur, contending that they were being threatened by the mining mafia.",0
750,2874IND,4420,17-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Kerala,Ernakulam,Ernakulam,Kochi,9.93,76.26,1,The Hindu,The opposition Left Democratic Front held a protest for the sixth straight day to demand a judicial probe into the Fort Kochi boat tragedy.,0
750,2875IND,4421,17-September-2015,2015,1,Riots/Protests,Rioters (India),,5,Police Forces of India,,1,15,India,Jammu and Kashmir,Kashmir,Baramulla,Pattan,34.17,74.57,2,Kashmir Times,"Clashes between protesters and the police continued in north Kashmir's Pattan area on Thursday [17 September], the second day after of the bodies of three suspected militants were recovered from an orchard in Pattan.",0
750,2876IND,4422,17-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Karnataka,Raichur,Raichur,Raichur,16.20,77.35,1,The Hindu,Students and teachers of over five schools boycotted their classes and staged demonstrations and roadblocks demanding the establishment of the Indian Institute of Technology (IIT).,0
750,2877IND,4423,17-September-2015,2015,1,Riots/Protests,Protesters (India),SAD: Shiromani Akali Dal,6,,,0,60,India,Punjab,Sangrur,Sangrur,Sangrur,30.25,75.85,1,Hindustan Times,Members of the Shiromani Akali Dal sat on a hunger strike in Sangrur demanding the release of Sikh prisoners.,0
750,2878IND,4424,17-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam,17.68,83.20,1,Times of India,CPM activists staged a protest at the government run Super Bazaar near Turner's Choultry against the rising onion prices in the Port City.,0
750,2879IND,4425,18-September-2015,2015,1,Remote violence,Military Forces of Pakistan,,8,Military Forces of India,,1,18,India,Jammu and Kashmir,Jammu,Poonch,Balakote,33.50,74.17,1,Hindustan Times,An army jawan and a villager were injured and livestock killed in intense shelling and firing by Pakistan along the Line of Control (LoC) in Balakote sector of Poonch district on Friday [18 September]. [There were no reports on whether the Indian army also retaliated.],0
750,2880IND,4426,18-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Punjab,Bathinda,Bathinda,Bathinda,30.21,75.03,1,Hindustan Times,"Farmers continued to protest in Bathinda, demanding more compensation for the loss of cotton.",0
750,2881IND,4427,18-September-2015,2015,1,Riots/Protests,Protesters (India),AAP: Aam Aadmi Party,6,,,0,60,India,Madhya Pradesh,Bhopal,Bhopal,Bhopal,23.25,77.40,1,Hindustan Times,Aam Aadmi Party (AAP) workers staged a protest rally near Subash Railway Crossing against the state government's failure to ensure safety of women.,0
750,2882IND,4428,18-September-2015,2015,1,Riots/Protests,Rioters (India),,5,Police Forces of India,,1,15,India,Delhi,New Delhi,Delhi,Delhi,28.65,77.12,1,Times of India,"About 500 residents of Delhi blocked a road, demanding compensation for the death of a man shot over a personal dispute. After police asked the family to remove the body, a group started throwing stones at the police. Police dispersed the crowd, detaining 200 people. Several police were injured.",0
750,2883IND,4429,18-September-2015,2015,1,Battle-No change of territory,Unidentified Armed Group (Pakistan),,3,Military Forces of India,,1,13,India,Jammu and Kashmir,Kashmir,Bandipora,Gurez,34.63,74.80,1,Daily Regional Times,Indian soldiers shot dead five suspected Pakistani rebels Friday on [18 September] at Gurez accusing them for trying to inflitrated what India sees as ist territory.,5
750,2884IND,4430,18-September-2015,2015,1,Riots/Protests,Protesters (India),Indian National Congress,6,Police Forces of India,,1,16,India,Madhya Pradesh,Indore,Indore,Indore,22.68,75.80,1,Hindustan Times,The Madhya Pradesh police arrested three Congress leaders sitting on a dharna at a police station to get the state BJP chief booked for allegedly linking a Congress MP's son with Petlawad blast accused.,0
750,2885IND,4431,18-September-2015,2015,1,Riots/Protests,Rioters (India),,5,Police Forces of India,,1,15,India,Gujarat,Jamnagar,Jamnagar,Jamnagar,22.47,70.06,1,Times of India,Refinery workers in Jamnagar rioted against police after a laborer died. Employees burned over 70 trucks and pelted stones at police. Police dispersed tear gas.,0
750,2886IND,4432,18-September-2015,2015,1,Riots/Protests,Protesters (India),,6,Police Forces of India,,1,16,India,Kerala,Ernakulam,Ernakulam,Kochi,9.93,76.26,1,The Hindu,The opposition Left Democratic Front held a protest for the sixth straight day to demand a judicial probe into the Fort Kochi boat tragedy.,0
750,2887IND,4433,18-September-2015,2015,1,Riots/Protests,Protesters (India),Indian National Congress,6,,,0,60,India,Tamil Nadu,Kanniyakumari,Nagercoil,Nagercoil,8.17,77.43,1,The Hindu,"Members of various wings of the Indian National Congress held a demonstration in front of the Collectorate, condemning the Union government’s decision to withdraw postal stamps on Indira Gandhi and Rajiv Gandhi.",0
750,2888IND,4434,18-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Karnataka,Raichur,Raichur,Raichur,16.20,77.35,1,The Hindu,Students and teachers of over five schools boycotted their classes and staged demonstrations and roadblocks demanding the establishment of the Indian Institute of Technology (IIT).,0
750,2889IND,4435,18-September-2015,2015,1,Violence against civilians,Unidentified Armed Group (India),,3,Civilians (India),,7,37,India,Jammu and Kashmir,Kashmir,Sopore,Sagipora,34.40,74.35,1,Xinhua General News Service,"Unidentified militants hurled a grenade towards the house of a former militant and fired at him and his three-year-old son at Sagipora village, near Sopore, on Friday [18 September]. The former militant was killed on the spot, his son succumbed to his wounds at SKIMS hospital in Srinagar the next day.",2
750,2890IND,4436,18-September-2015,2015,1,Riots/Protests,Protesters (India),Indian National Congress,6,,,0,60,India,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Tiruchchirappalli,10.81,78.69,1,New Indian Express,Cadre of Congress party staged demonstrations to condemn the BJPled government’s decision to discontinue postal stamps issued with the images of former prime ministers Indira Gandhi and Rajiv Gandhi.,0
750,2891IND,4437,18-September-2015,2015,1,Riots/Protests,Protesters (India),"YSRCP: Yuvajana, Sramika, Rythu Congress Party",6,,,0,60,India,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam,17.68,83.20,1,Times of India,"Members of the Left parties, YSRCP, student unions and women's organizations staged a protest rally from Sraswati Park to the Gandhi Statue near the GVMC office to protest the recent lathicharge on students at the collectorate.",0
750,2892IND,4438,19-September-2015,2015,1,Riots/Protests,Rioters (India),Patidar Communal Group (India),5,Rioters (India),Rabari Communal Group (India),5,55,India,Gujarat,Ahmedabad,Ahmedabad,Ahmedabad,23.02,72.58,1,Hindustan Times,"Women rioters were booked for throwing stones at the OBC-dominated Rabari colony in Ramoli. In retaliation, nearly 200 residents of the Rabari colony had also thrown stones.",0
750,2893IND,4439,19-September-2015,2015,1,Riots/Protests,Rioters (India),Patidar Communal Group (India),5,Police Forces of India,,1,15,India,Gujarat,Ahmedabad,Ahmedabad,Ahmedabad,23.02,72.58,1,Hindustan Times,Women of the Patidari community through stones at police in demonstration against the changing of reservation policies in Gujarat.,0
750,2894IND,4440,19-September-2015,2015,1,Riots/Protests,Rioters (India),,5,Police Forces of India,,1,15,India,Jammu and Kashmir,Anantnag,Anantnag,Anantnag,33.73,75.15,1,Kashmir Observer,Violent clashes between police and protesters erupted in Anantnag Town on Saturday [19 September] against the detention of various youth over stone-pelting incidents. Angry protesters shouted anti-police slogans triggering clashes in many parts of the town.,0
750,2895IND,4441,19-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Punjab,Bathinda,Bathinda,Bathinda,30.21,75.03,1,Hindustan Times,"Farmers continued to protest in Bathinda, demanding more compensation for the loss of cotton.",0
750,2896IND,4442,19-September-2015,2015,1,Battle-No change of territory,CPI (Maoist): Communist Party of India (Maoist),,2,Military Forces of India,,1,12,India,Odisha,Malkangiri,Malkangiri,Bhejaguda,18.76,82.46,1,Asian News International,"The security forces gunned down three Maoists in an encounter in Odisha's Malkangiri district on Saturday [19 September].
The encounter took place in Bhejaguda of Mathili area where a team of the Special Operation Group (SOG) and District Voluntary Force (DVF) were conducting the combing operation.",3
750,2897IND,4443,19-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Manipur,Churachandpur,Churachandpur,Churachandpur,24.33,93.66,1,Imphal Free Press,Female residents of Churachandpur formed a massive human chain on Saturday [19 September] remembering the nine lives lost during the protest against the passing of the three bills and the demand of the JAC for a separate administration for the hills.,0
